ID_all;SMILES;ID_Potts;orig_ID_Potts;yorig_Potts;CAS_Potts;NAME_Potts;units_Potts;smilessource_Potts;SMILES_Potts;desired_units_Potts;y_Potts;ID_Khajeh;orig_ID_Khajeh;yorig_Khajeh;CAS_Khajeh;NAME_Khajeh;units_Khajeh;smilessource_Khajeh;SMILES_Khajeh;desired_units_Khajeh;y_Khajeh;zscore_Potts;zscore_Potts_thres;y_Potts_nointraoutliers;zscore_Potts_nointraoutliers;zscore_Potts_nointraoutliers_thres;zscore_Khajeh;zscore_Khajeh_thres;y_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers_thres;stand_desv_Potts_Khajeh_nointraoutliers;y_Potts_nointraoutliers_nointeroutliers;y_Khajeh_nointraoutliers_nointeroutliers;stand_desv_Potts_Khajeh_nointraoutliers_nointeroutliers;y_consensus;y_consensus_sd;valid/outlier
234;O=[N+]([O-])c1ccc(O)cc1;33;34;-2.17907;100-02-7;;logcm/h;isoSMILES_from_CAS;O=[N+]([O-])c1ccc(O)cc1;logcm/h;-2.17907;[51, 239];[240, 52];-2.21;;['4-nitrophenol', '4-hydroxynitrobenzene '];logcm/h;isoSMILES_from_NAME;O=[N+]([O-])c1ccc(O)cc1;logcm/h;-2.21;0.4380327803491957;0;-2.17907;0.4380327803491957;0;0.3579849682357702;0;-2.21;0.3522823542224607;0;0.0099660350562192;-2.17907;-2.21;0.0099660350562192;-2.194535;0.021870812742100003;valid
235;O=[N+]([O-])c1cccc(O)c1;36;37;-2.1904;554-84-7;;logcm/h;isoSMILES_from_CAS;O=[N+]([O-])c1cccc(O)c1;logcm/h;-2.1904;38;39;-2.25;;3-Nitrophenol ;logcm/h;isoSMILES_from_NAME;O=[N+]([O-])c1cccc(O)c1;logcm/h;-2.25;0.42806483134515816;0;-2.1904;0.42806483134515816;0;0.31754427569427734;0;-2.25;0.31087525758672174;0;0.018981877379838887;-2.1904;-2.25;0.018981877379838887;-2.2202;0.042143564158718304;valid
236;O=c1[nH]cc(F)c(=O)[nH]1;15;16;-4.57786;51-21-8;;logcm/h;isoSMILES_from_CAS;O=c1[nH]cc(F)c(=O)[nH]1;logcm/h;-4.57786;240;241;-3.26;;5-fluorouracil ;logcm/h;isoSMILES_from_NAME;O=c1[nH]cc(F)c(=O)[nH]1;logcm/h;-3.26;-1.672383494266438;0;-4.57786;-1.672383494266438;0;-0.7035832109784167;0;-3.26;-0.7346539324656862;0;0.23778626886790627;;;;;;outlier
237;O=c1ccc2ccccc2o1;107;108;-1.99625;91-64-5;;logcm/h;isoSMILES_from_CAS;O=c1ccc2ccccc2o1;logcm/h;-1.99625;252;253;-2.04;;Coumarin ;logcm/h;isoSMILES_from_NAME;O=c1ccc2ccccc2o1;logcm/h;-2.04;0.5988748312687133;0;-1.99625;0.5988748312687133;0;0.5298579115371147;0;-2.04;0.5282625149243511;0;0.015329041400761311;-1.99625;-2.04;0.015329041400761311;-2.018125;0.03093592167691142;valid
238;OC(O)C(Cl)(Cl)Cl;156;157;-2.41185;302-17-0;;logcm/h;isoSMILES_from_CAS;OC(O)C(Cl)(Cl)Cl;logcm/h;-2.41185;;;;;;;;;;;0.23323673717533425;0;-2.41185;0.23323673717533425;0;;-1;;;-1;;-2.41185;;;-2.41185;;valid
239;OCCNCCO;268;269;-4.38;111-42-2;;logcm/h;isoSMILES_from_CAS;OCCNCCO;logcm/h;-4.38;104;105;-4.38;;Diethanolamine ;logcm/h;isoSMILES_from_NAME;OCCNCCO;logcm/h;-4.38;-1.4983094969196715;0;-4.38;-1.4983094969196715;0;-1.8359226021402164;0;-4.38;-1.8940526382663767;0;0.0;-4.38;-4.38;0.0;-4.38;0.0;valid
240;OCCO;269;270;-4.07;107-21-1;;logcm/h;isoSMILES_from_CAS;OCCO;logcm/h;-4.07;261;262;-4.07;;Ethylene glycol ;logcm/h;isoSMILES_from_NAME;OCCO;logcm/h;-4.07;-1.225576558592079;0;-4.07;-1.225576558592079;0;-1.5225072349436473;0;-4.07;-1.5731476393394002;0;0.0;-4.07;-4.07;0.0;-4.07;0.0;valid
241;OCCc1ccccc1;39;40;-1.55845;60-12-8;;logcm/h;isoSMILES_from_CAS;OCCc1ccccc1;logcm/h;-1.55845;236;237;-2.12;;2-phenylethanol;logcm/h;isoSMILES_from_NAME;OCCc1ccccc1;logcm/h;-2.12;0.9840441228810364;0;-1.55845;0.9840441228810364;0;0.44897652645412894;0;-2.12;0.4454483216528732;0;0.2158930054644244;;;;;;outlier
242;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;9;10;-4.55049;69-65-8;;logcm/h;isoSMILES_from_CAS;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;logcm/h;-4.55049;149;150;-4.96;;Mannitol ;logcm/h;isoSMILES_from_NAME;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;logcm/h;-4.96;-1.6483038151631273;0;-4.55049;-1.6483038151631273;0;-2.4223126439918627;0;-4.96;-2.494455539484591;0;0.06089429629045467;-4.55049;-4.96;0.06089429629045467;-4.755245;0.2895672979637031;valid
243;OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;266;267;-4.81;17629-30-0;;logcm/h;isoSMILES_from_CAS;OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;logcm/h;-4.81;;;;;;;;;;;-1.876616475890203;0;-4.81;-1.876616475890203;0;;-1;;;-1;;-4.81;;;-4.81;;valid
244;OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;54;55;-5.24085;57-50-1;;logcm/h;isoSMILES_from_CAS;OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;logcm/h;-5.24085;210;211;-5.28;;Sucrose ;logcm/h;isoSMILES_from_NAME;OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;logcm/h;-5.28;-2.2556712709819564;0;-5.24085;-2.2556712709819564;0;-2.7458381843238056;0;-5.28;-2.825712312570503;0;0.0052625463690582994;-5.24085;-5.28;0.0052625463690582994;-5.260425;0.027683230483453503;valid
245;OCc1ccc(O)cc1;265;266;-2.7;623-05-2;;logcm/h;isoSMILES_from_CAS;OCc1ccc(O)cc1;logcm/h;-2.7;50;51;-2.7;;4-hydroxybenzyl alcohol ;logcm/h;isoSMILES_from_NAME;OCc1ccc(O)cc1;logcm/h;-2.7;-0.020272927918523684;0;-2.7;-0.020272927918523684;0;-0.1374135153975173;0;-2.7;-0.1549545795653415;0;0.0;-2.7;-2.7;0.0;-2.7;0.0;valid
246;OCc1ccccc1;42;43;-2.11617;100-51-6;;logcm/h;isoSMILES_from_CAS;OCc1ccccc1;logcm/h;-2.11617;76;77;-2.22;;Benzyl alcohol ;logcm/h;isoSMILES_from_NAME;OCc1ccccc1;logcm/h;-2.22;0.4933711733195363;0;-2.11617;0.4933711733195363;0;0.34787479510039676;0;-2.22;0.3419305800635257;0;0.03386347725785633;-2.11617;-2.22;0.03386347725785633;-2.168085;0.07341889709059944;valid
247;Oc1c(Cl)cc(Cl)cc1Cl;30;31;-1.16399;88-06-2;;logcm/h;isoSMILES_from_CAS;Oc1c(Cl)cc(Cl)cc1Cl;logcm/h;-1.16399;17;18;-1.14;;2,4,6-trichlorophenol ;logcm/h;isoSMILES_from_NAME;Oc1c(Cl)cc(Cl)cc1Cl;logcm/h;-1.14;1.3310835901478177;0;-1.16399;1.3310835901478177;0;1.4397734937207038;0;-1.14;1.4599221892284773;0;0.014725317106988661;-1.16399;-1.14;0.014725317106988661;-1.1519949999999999;0.0169634916806654;valid
248;Oc1cc(O)cc(O)c1;95;96;-2.41185;108-73-6;;logcm/h;isoSMILES_from_CAS;Oc1cc(O)cc(O)c1;logcm/h;-2.41185;227;228;-2.5137;;1,3,5-trihydroxybenzene ;logcm/h;isoSMILES_from_NAME;Oc1cc(O)cc(O)c1;logcm/h;-2.5137;0.23323673717533425;0;-2.41185;0.23323673717533425;0;0.05093901011448574;0;-2.5137;0.03789897301561272;0;0.029242957908802075;-2.41185;-2.5137;0.029242957908802075;-2.4627749999999997;0.07201882566385003;valid
249;Oc1ccc(Br)cc1;62;63;-1.42101;106-41-2;;logcm/h;isoSMILES_from_CAS;Oc1ccc(Br)cc1;logcm/h;-1.42101;42;43;-1.4436975;;4-Bromophenol ;logcm/h;isoSMILES_from_NAME;Oc1ccc(Br)cc1;logcm/h;-1.4436975;1.1049615907640826;0;-1.42101;1.1049615907640826;0;1.132730063142703;0;-1.4436975;1.145541395965169;0;0.01120008594117883;-1.42101;-1.4436975;0.01120008594117883;-1.43235375;0.016042485098169777;valid
250;Oc1ccc(Cl)cc1;66;67;-1.38054;106-48-9;;logcm/h;isoSMILES_from_CAS;Oc1ccc(Cl)cc1;logcm/h;-1.38054;46;47;-1.44;;4-Chlorophenol ;logcm/h;isoSMILES_from_NAME;Oc1ccc(Cl)cc1;logcm/h;-1.44;1.1405664359709138;0;-1.38054;1.1405664359709138;0;1.1364682996595075;0;-1.44;1.1493689644604352;0;0.029813134512789757;-1.38054;-1.44;0.029813134512789757;-1.4102700000000001;0.04204456920935201;valid
251;Oc1ccc(Cl)cc1Cl;7;8;-1.18346;120-83-2;;logcm/h;isoSMILES_from_CAS;Oc1ccc(Cl)cc1Cl;logcm/h;-1.18346;18;19;-1.14;;2,4-dichlorophenol;logcm/h;isoSMILES_from_NAME;Oc1ccc(Cl)cc1Cl;logcm/h;-1.14;1.3139542020535009;0;-1.18346;1.3139542020535009;0;1.4397734937207038;0;-1.14;1.4599221892284773;0;0.02645267033679719;-1.18346;-1.14;0.02645267033679719;-1.16173;0.030730860710367396;valid
252;Oc1ccc(O)c(O)c1;251;252;-3.9;533-73-3;;logcm/h;isoSMILES_from_CAS;Oc1ccc(O)c(O)c1;logcm/h;-3.9;;;;;;;;;;;-1.076013334347915;0;-3.9;-1.076013334347915;0;;-1;;;-1;;-3.9;;;-3.9;;valid
253;Oc1ccc(O)cc1;84;85;-2.85185;123-31-9;;logcm/h;isoSMILES_from_CAS;Oc1ccc(O)cc1;logcm/h;-2.85185;139;140;-2.9537;;hydroquinone;logcm/h;isoSMILES_from_NAME;Oc1ccc(O)cc1;logcm/h;-2.9537;-0.15386807851544296;0;-2.85185;-0.15386807851544296;0;-0.3939086078419355;0;-2.9537;-0.4175790899775155;0;0.024810336889304098;-2.85185;-2.9537;0.024810336889304098;-2.902775;0.0720188256638497;valid
254;Oc1ccc2ccccc2c1;73;74;-1.53558;135-19-3;;logcm/h;isoSMILES_from_CAS;Oc1ccc2ccccc2c1;logcm/h;-1.53558;30;31;-1.5936975;;2-Naphthol ;logcm/h;isoSMILES_from_NAME;Oc1ccc2ccccc2c1;logcm/h;-1.5936975;1.0041647754602365;0;-1.53558;1.0041647754602365;0;0.981077466112105;0;-1.5936975;0.9902647835811481;0;0.026265026579208275;-1.53558;-1.5936975;0.026265026579208275;-1.5646387499999999;0.04109527835560921;valid
255;Oc1cccc(Cl)c1;262;263;-1.44;108-43-0;;logcm/h;isoSMILES_from_CAS;Oc1cccc(Cl)c1;logcm/h;-1.44;;;;;;;;;;;1.0882544988323375;0;-1.44;1.0882544988323375;0;;-1;;;-1;;-1.44;;;-1.44;;valid
256;Oc1cccc(O)c1;5;6;-3.34596;108-46-3;;logcm/h;isoSMILES_from_CAS;Oc1cccc(O)c1;logcm/h;-3.34596;206;207;-2.82;;Resorcinol ;logcm/h;isoSMILES_from_NAME;Oc1cccc(O)c1;logcm/h;-2.82;-0.5885779886994648;0;-3.34596;-0.5885779886994648;0;-0.2587355930219955;0;-2.82;-0.27917586947255796;0;0.12063324531228764;-3.34596;-2.82;0.12063324531228764;-3.08298;0.37190988263287655;valid
257;Oc1cccc(O)c1O;4;5;-2.94913;87-66-1;;logcm/h;isoSMILES_from_CAS;Oc1cccc(O)c1O;logcm/h;-2.94913;;;;;;;;;;;-0.23945343412998527;0;-2.94913;-0.23945343412998527;0;;-1;;;-1;;-2.94913;;;-2.94913;;valid
258;Oc1ccccc1;53;54;-1.9186;108-95-2;;logcm/h;isoSMILES_from_CAS;Oc1ccccc1;logcm/h;-1.9186;190;191;-2.0936975;;Phenol ;logcm/h;isoSMILES_from_NAME;Oc1ccccc1;logcm/h;-2.0936975;0.6671900334014151;0;-1.9186;0.6671900334014151;0;0.47556880934344425;0;-2.0936975;0.4726760756344111;0;0.06171657491440331;-1.9186;-2.0936975;0.06171657491440331;-2.0061487500000004;0.12381262961881159;valid
259;Oc1ccccc1Cl;68;69;-1.4563;95-57-8;;logcm/h;isoSMILES_from_CAS;Oc1ccccc1Cl;logcm/h;-1.4563;23;24;-1.4836975;;2-Chlorophenol ;logcm/h;isoSMILES_from_NAME;Oc1ccccc1Cl;logcm/h;-1.4836975;1.0739140249783383;0;-1.4563;1.0739140249783383;0;1.0922893706012105;0;-1.4836975;1.1041342993294303;0;0.013178894225289929;-1.4563;-1.4836975;0.013178894225289929;-1.4699987499999998;0.01937295803755841;valid
260;Oc1ccccc1O;41;42;-2.59092;120-80-9;;logcm/h;isoSMILES_from_CAS;Oc1ccccc1O;logcm/h;-2.59092;90;91;-2.51;;catechol;logcm/h;isoSMILES_from_NAME;Oc1ccccc1O;logcm/h;-2.51;0.07569387502590806;0;-2.59092;0.07569387502590806;0;0.054679774174574085;0;-2.51;0.04172912945441884;0;0.022434808126226505;-2.59092;-2.51;0.022434808126226505;-2.55046;0.05721908073361565;valid
261;c1ccc(OCC2CO2)cc1;166;167;-2.84;122-60-1;;logcm/h;isoSMILES_from_CAS;c1ccc(OCC2CO2)cc1;logcm/h;-2.84;191;192;-2.84;;Phenylglycidyl ether ;logcm/h;isoSMILES_from_NAME;c1ccc(OCC2CO2)cc1;logcm/h;-2.84;-0.14344264200195242;0;-2.84;-0.14344264200195242;0;-0.27895593929274193;0;-2.84;-0.2998794177904275;0;0.0;-2.84;-2.84;0.0;-2.84;0.0;valid
262;c1ccc2ccccc2c1;161;162;-0.75286;91-20-3;;logcm/h;isoSMILES_from_CAS;c1ccc2ccccc2c1;logcm/h;-0.75286;272;273;-1.15864;;Naphthalene ;logcm/h;isoSMILES_from_NAME;c1ccc2ccccc2c1;logcm/h;-1.15864;1.6927890512272474;0;-0.75286;1.6927890512272474;0;1.4209281309963682;0;-1.15864;1.440626482196223;0;0.30021427116911037;;;;;;outlier
263;c1ccc2cnccc2c1;126;127;-1.77667;119-65-3;;logcm/h;isoSMILES_from_CAS;c1ccc2cnccc2c1;logcm/h;-1.77667;266;267;-1.78;;Isoquinoline ;logcm/h;isoSMILES_from_NAME;c1ccc2cnccc2c1;logcm/h;-1.78;0.7920577299718515;0;-1.77667;0.7920577299718515;0;0.7927224130568182;0;-1.78;0.7974086430566542;0;0.0013240843718147833;-1.77667;-1.78;0.0013240843718147833;-1.778335;0.0023546655813512425;valid
264;c1ccccc1;101;102;-0.88712;71-43-2;;logcm/h;isoSMILES_from_CAS;c1ccccc1;logcm/h;-0.88712;;;;;;;;;;;1.5746692954212391;0;-0.88712;1.5746692954212391;0;;-1;;;-1;;-0.88712;;;-0.88712;;valid
265;c1ccncc1;167;168;-2.74;110-86-1;;logcm/h;isoSMILES_from_CAS;c1ccncc1;logcm/h;-2.74;204;205;-2.74;;Pyridine ;logcm/h;isoSMILES_from_NAME;c1ccncc1;logcm/h;-2.74;-0.05546427479950343;0;-2.74;-0.05546427479950343;0;-0.1778542079390102;0;-2.74;-0.1963616762010805;0;0.0;-2.74;-2.74;0.0;-2.74;0.0;valid
266;Brc1ccccc1;;;;;;;;;;;82;83;-0.83716;;Bromobenzene ;logcm/h;isoSMILES_from_NAME;Brc1ccccc1;logcm/h;-0.83716;;-1;;;-1;1.745949976952346;0;-0.83716;1.7734153178576568;0;;;-0.83716;;-0.83716;;valid
267;C1=CCC=C1;;;;;;;;;;;99;100;-1.52288;;Cyclopentadiene ;logcm/h;isoSMILES_from_NAME;C1=CCC=C1;logcm/h;-1.52288;;-1;;;-1;1.0526751847135343;0;-1.52288;1.0635734602311842;0;;;-1.52288;;-1.52288;;valid
268;C1=CCCCC1;;;;;;;;;;;254;255;-1.19044;;Cyclohexene ;logcm/h;isoSMILES_from_NAME;C1=CCCCC1;logcm/h;-1.19044;;-1;;;-1;1.3887777804258812;0;-1.19044;1.4077078403708105;0;;;-1.19044;;-1.19044;;valid
269;C1=Cc2ccccc2C1;;;;;;;;;;;264;265;-1.35556;;Indene ;logcm/h;isoSMILES_from_NAME;C1=Cc2ccccc2C1;logcm/h;-1.35556;;-1;;;-1;1.2218386016145986;0;-1.35556;1.23677934545848;0;;;-1.35556;;-1.35556;;valid
270;C1CCOC1;;;;;;;;;;;215;216;-2.83268;;Tetrahydrofuran ;logcm/h;isoSMILES_from_NAME;C1CCOC1;logcm/h;-2.83268;;-1;;;-1;-0.27155529255764876;0;-2.83268;-0.29230191910608727;0;;;-2.83268;;-2.83268;;valid
271;C=C(C)C(=O)OC;;;;;;;;;;;157;158;-2.35067;;Methyl methacrylate ;logcm/h;isoSMILES_from_NAME;C=C(C)C(=O)OC;logcm/h;-2.35067;;-1;;;-1;0.2157651627404752;0;-2.35067;0.2066639471287257;0;;;-2.35067;;-2.35067;;valid
272;C=C(Cl)Cl;;;;;;;;;;;2;3;-1.7986;;1,1-Dichloroethylene ;logcm/h;isoSMILES_from_NAME;C=C(Cl)Cl;logcm/h;-1.7986;;-1;;;-1;0.773917491025024;0;-1.7986;0.7781543431210356;0;;;-1.7986;;-1.7986;;valid
273;C=CC(=C)Cl;;;;;;;;;;;250;251;-1.46725;;Chloroprene ;logcm/h;isoSMILES_from_NAME;C=CC(=C)Cl;logcm/h;-1.46725;;-1;;;-1;1.1089180778656154;0;-1.46725;1.1211603798773382;0;;;-1.46725;;-1.46725;;valid
274;CC(=O)CC(C)(C)O;;;;;;;;;;;49;50;-3.06753;;4-Hydroxy-4-methyl-2-pentanone ;logcm/h;isoSMILES_from_NAME;CC(=O)CC(C)(C)O;logcm/h;-3.06753;;-1;;;-1;-0.5089927086418888;0;-3.06753;-0.5354133352286697;0;;;-3.06753;;-3.06753;;valid
275;CC(=O)CCC(C)C;;;;;;;;;;;58;59;-2.08197;;5-Methyl-2-hexanone ;logcm/h;isoSMILES_from_NAME;CC(=O)CCC(C)C;logcm/h;-2.08197;;-1;;;-1;0.48742551488795327;0;-2.08197;0.484816118779302;0;;;-2.08197;;-2.08197;;valid
276;CC(=O)OC(C)(C)C;;;;;;;;;;;211;212;-2.17914;;tert-Butyl acetate ;logcm/h;isoSMILES_from_NAME;CC(=O)OC(C)(C)C;logcm/h;-2.17914;;-1;;;-1;0.38918496253153206;0;-2.17914;0.3842279292769334;0;;;-2.17914;;-2.17914;;valid
277;CC(=O)OCCC(C)C;;;;;;;;;;;143;144;-1.90658;;Isoamyl acetate ;logcm/h;isoSMILES_from_NAME;CC(=O)OCCC(C)C;logcm/h;-1.90658;;-1;;;-1;0.6647478415092641;0;-1.90658;0.6663758857528584;0;;;-1.90658;;-1.90658;;valid
278;CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;;;;;;;;;;;196;197;-2.82;;Progesterone ;logcm/h;isoSMILES_from_NAME;CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;logcm/h;-2.82;;-1;;;-1;-0.2587355930219955;0;-2.82;-0.27917586947255796;0;;;-2.82;;-2.82;;valid
279;CC(C)(C)O;;;;;;;;;;;212;213;-2.92445;;tert-Butyl alcohol ;logcm/h;isoSMILES_from_NAME;CC(C)(C)O;logcm/h;-2.92445;;-1;;;-1;-0.36433635142096904;0;-2.92445;-0.3873001505626317;0;;;-2.92445;;-2.92445;;valid
280;CC(C)(C)c1ccc(O)c(O)c1;;;;;;;;;;;57;58;-1.28483;;4-tert-Butyl catechol ;logcm/h;isoSMILES_from_NAME;CC(C)(C)c1ccc(O)c(O)c1;logcm/h;-1.28483;;-1;;;-1;1.2933478562010936;0;-1.28483;1.3099974440846256;0;;;-1.28483;;-1.28483;;valid
281;CC(C)Cc1ccc(C(C)C(=O)O)cc1;;;;;;;;;;;263;264;-1.44;;Ibuprofen ;logcm/h;isoSMILES_from_NAME;CC(C)Cc1ccc(C(C)C(=O)O)cc1;logcm/h;-1.44;;-1;;;-1;1.1364682996595075;0;-1.44;1.1493689644604352;0;;;-1.44;;-1.44;;valid
282;CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1;;;;;;;;;;;80;81;-3.57;;bisoprolol;logcm/h;isoSMILES_from_NAME;CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1;logcm/h;-3.57;;-1;;;-1;-1.0169985781749862;0;-3.57;-1.055558931392663;0;;;-3.57;;-3.57;;valid
283;CC(C)Nc1ccccc1;;;;;;;;;;;173;174;-1.74715;;N-Isopropylaniline ;logcm/h;isoSMILES_from_NAME;CC(C)Nc1ccccc1;logcm/h;-1.74715;;-1;;;-1;0.8259343318065192;0;-1.74715;0.8314142211687549;0;;;-1.74715;;-1.74715;;valid
284;CC(C)[N+](=O)[O-];;;;;;;;;;;234;235;-2.69465;;2-Nitropropane ;logcm/h;isoSMILES_from_NAME;CC(C)[N+](=O)[O-];logcm/h;-2.69465;;-1;;;-1;-0.13200457277009267;0;-2.69465;-0.14941638039031147;0;;;-2.69465;;-2.69465;;valid
285;CC(CO[N+](=O)[O-])O[N+](=O)[O-];;;;;;;;;;;5;6;-2.60555;;1,2-Propylene glycol dinitrate ;logcm/h;isoSMILES_from_NAME;CC(CO[N+](=O)[O-])O[N+](=O)[O-];logcm/h;-2.60555;;-1;;;-1;-0.04192293013391719;0;-2.60555;-0.0571820726342028;0;;;-2.60555;;-2.60555;;valid
286;CC(Cl)Cl;;;;;;;;;;;1;2;-2.05257;;1,1-Dichloroethane ;logcm/h;isoSMILES_from_NAME;CC(Cl)Cl;logcm/h;-2.05257;;-1;;;-1;0.5171494239059509;0;-2.05257;0.5152503348065705;0;;;-2.05257;;-2.05257;;valid
287;CC(O)C(C)O;;;;;;;;;;;16;17;-3.9136975;;2,3-Butanediol ;logcm/h;isoSMILES_from_NAME;CC(O)C(C)O;logcm/h;-3.9136975;;-1;;;-1;-1.3644827012944798;0;-3.9136975;-1.4113468212917104;0;;;-3.9136975;;-3.9136975;;valid
288;CC12CCC(CC1=O)C2(C)C;;;;;;;;;;;89;90;-1.98716;;Camphor ;logcm/h;isoSMILES_from_NAME;CC12CCC(CC1=O)C2(C)C;logcm/h;-1.98716;;-1;;;-1;0.5832800663844268;0;-1.98716;0.5829612895801622;0;;;-1.98716;;-1.98716;;valid
289;CC1=CC(=O)CC(C)(C)C1;;;;;;;;;;;146;147;-2.35655;;Isophorone ;logcm/h;isoSMILES_from_NAME;CC1=CC(=O)CC(C)(C)C1;logcm/h;-2.35655;;-1;;;-1;0.20982038093687586;0;-2.35655;0.2005771039232722;0;;;-2.35655;;-2.35655;;valid
290;CC1CCCCC1;;;;;;;;;;;159;160;-0.75696;;Methylcyclohexane ;logcm/h;isoSMILES_from_NAME;CC1CCCCC1;logcm/h;-0.75696;;-1;;;-1;1.8270335654980392;0;-0.75696;1.8564365466123134;0;;;-0.75696;;-0.75696;;valid
291;CCBr;;;;;;;;;;;118;119;-2.24185;;Ethyl bromide ;logcm/h;isoSMILES_from_NAME;CCBr;logcm/h;-2.24185;;-1;;;-1;0.3257840667996066;0;-2.24185;0.31931195352625363;0;;;-2.24185;;-2.24185;;valid
292;CCC(C)O;;;;;;;;;;;209;210;-2.55284;;sec-Butyl alcohol ;logcm/h;isoSMILES_from_NAME;CCC(C)O;logcm/h;-2.55284;;-1;;;-1;0.011367792462634817;0;-2.55284;-0.002617871042458008;0;;;-2.55284;;-2.55284;;valid
293;CCC(C)OC(C)=O;;;;;;;;;;;208;209;-2.20761;;sec-Butyl acetate ;logcm/h;isoSMILES_from_NAME;CCC(C)OC(C)=O;logcm/h;-2.20761;;-1;;;-1;0.3604012996151245;0;-2.20761;0.3547564282464462;0;;;-2.20761;;-2.20761;;valid
294;CCC(C)c1ccccc1O;;;;;;;;;;;181;182;-1.23433;;o-sec-Butylphenol ;logcm/h;isoSMILES_from_NAME;CCC(C)c1ccccc1O;logcm/h;-1.23433;;-1;;;-1;1.3444042305347284;0;-1.23433;1.362273903587246;0;;;-1.23433;;-1.23433;;valid
295;CCCCCC(C)O;;;;;;;;;;;26;27;-1.48;;2-heptanol ;logcm/h;isoSMILES_from_NAME;CCCCCC(C)O;logcm/h;-1.48;;-1;;;-1;1.0960276071180146;0;-1.48;1.1079618678246963;0;;;-1.48;;-1.48;;valid
296;CCCCCCCCCCO;;;;;;;;;;;[274, 100];[275, 101];-1.1;;['n-decanol ', 'Decanol '];logcm/h;isoSMILES_from_NAME;CCCCCCCCCCO;logcm/h;-1.1;;-1;;;-1;1.4802141862621965;0;-1.1;1.501329285864216;0;;;-1.1;;-1.1;;valid
297;CCCCCOC(C)=O;;;;;;;;;;;167;168;-1.85387;;n-Amyl acetate ;logcm/h;isoSMILES_from_NAME;CCCCCOC(C)=O;logcm/h;-1.85387;;-1;;;-1;0.7180385641058165;0;-1.85387;0.7209400873446035;0;;;-1.85387;;-1.85387;;valid
298;CCCCO;;;;;;;;;;;84;85;-2.5237;;Butanol ;logcm/h;isoSMILES_from_NAME;CCCCO;logcm/h;-2.5237;;-1;;;-1;0.04082883697911274;0;-2.5237;0.02754719885667821;0;;;-2.5237;;-2.5237;;valid
299;CCCCOP(=O)(O)OCCCC;;;;;;;;;;;257;258;-2.37675;;Di-n-butyl phosphate ;logcm/h;isoSMILES_from_NAME;CCCCOP(=O)(O)OCCCC;logcm/h;-2.37675;;-1;;;-1;0.189397831203422;0;-2.37675;0.17966652012222403;0;;;-2.37675;;-2.37675;;valid
300;CCC[N+](=O)[O-];;;;;;;;;;;228;229;-2.64589;;1-Nitropropane ;logcm/h;isoSMILES_from_NAME;CCC[N+](=O)[O-];logcm/h;-2.64589;;-1;;;-1;-0.08270736856201276;0;-2.64589;-0.09894112959134556;0;;;-2.64589;;-2.64589;;valid
301;CCCc1ccccc1;;;;;;;;;;;199;200;-0.97838;;Propylbenzene ;logcm/h;isoSMILES_from_NAME;CCCc1ccccc1;logcm/h;-0.97838;;-1;;;-1;1.6031741119346055;0;-0.97838;1.6272275631851805;0;;;-0.97838;;-0.97838;;valid
302;CCNc1nc(Cl)nc(NC(C)C)n1;;;;;;;;;;;245;246;-2.0;;atrazine;logcm/h;isoSMILES_from_NAME;CCNc1nc(Cl)nc(NC(C)C)n1;logcm/h;-2.0;;-1;;;-1;0.5702986040786076;0;-2.0;0.5696696115600901;0;;;-2.0;;-2.0;;valid
303;CCOCC;;;;;;;;;;;105;106;-2.46;;diethyl ether ;logcm/h;isoSMILES_from_NAME;CCOCC;logcm/h;-2.46;;-1;;;-1;0.10523063985143996;0;-2.46;0.09348800024909233;0;;;-2.46;;-2.46;;valid
