ID_all;SMILES;ID_Bocci;orig_ID_Bocci;yorig_Bocci;CAS_Bocci;NAME_Bocci;units_Bocci;smilessource_Bocci;SMILES_Bocci;desired_units_Bocci;y_Bocci;ID_Metrabase;orig_ID_Metrabase;yorig_Metrabase;CAS_Metrabase;NAME_Metrabase;units_Metrabase;smilessource_Metrabase;SMILES_Metrabase;desired_units_Metrabase;y_Metrabase;ID_Sedykh;orig_ID_Sedykh;yorig_Sedykh;CAS_Sedykh;NAME_Sedykh;units_Sedykh;smilessource_Sedykh;SMILES_Sedykh;desired_units_Sedykh;y_Sedykh;ID_Livertox;orig_ID_Livertox;yorig_Livertox;CAS_Livertox;NAME_Livertox;units_Livertox;smilessource_Livertox;SMILES_Livertox;desired_units_Livertox;y_Livertox;comparison_Bocci_Metrabase;onlyequal_Bocci_Metrabase;comparison_Bocci_Sedykh;onlyequal_Bocci_Sedykh;comparison_Bocci_Livertox;onlyequal_Bocci_Livertox;comparison_Metrabase_Sedykh;onlyequal_Metrabase_Sedykh;comparison_Metrabase_Livertox;onlyequal_Metrabase_Livertox;comparison_Sedykh_Livertox;onlyequal_Sedykh_Livertox;y_Metrabase_nonambiguous;y_Bocci_nonambiguous;y_Sedykh_nonambiguous;y_Livertox_nonambiguous;y_consensus;valid/outlier
32;C/C=C(\N)C(=O)O;32.0;;0.0;;amino BPU;classBCRPsub;SMILES;C/C=C(\N)C(=O)O;classBCRPsub;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;valid
33;CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O;33.0;;0.0;;Amonafide L-malate;classBCRPsub;SMILES;CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O;classBCRPsub;0.0;246.0;mbcd0025430;0.0;;Amonafide;classBCRPsub;smiles;CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O;classBCRPsub;0.0;;;;;;;;;;;350.0;350.0;0.0;;308847;classBCRPsub;SMILES;CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
34;CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1;34.0;;0.0;;Amprenavir;classBCRPsub;SMILES;CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1;classBCRPsub;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;valid
35;Cc1ccncc1Nc1ncccc1C(=O)Nc1ccc(C2(C#N)CCCC2)cc1;35.0;;1.0;;Apatinib;classBCRPsub;SMILES;Cc1ccncc1Nc1ncccc1C(=O)Nc1ccc(C2(C#N)CCCC2)cc1;classBCRPsub;1.0;43.0;mbcd0031138;1.0;;3-Pyridinecarboxamide, N-[4-(1-cyanocyclopentyl)phenyl]-2-[(4-pyridinylmethyl)amino]-;classBCRPsub;smiles;Cc1ccncc1Nc1ncccc1C(=O)Nc1ccc(C2(C#N)CCCC2)cc1;classBCRPsub;1.0;;;;;;;;;;;1397.0;1397.0;1.0;;mol_0442;classBCRPsub;SMILES;Cc1ccncc1Nc1ncccc1C(=O)Nc1ccc(C2(C#N)CCCC2)cc1;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
36;O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O;36.0;;1.0;;Apigenin glucuronide;classBCRPsub;SMILES;O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
37;O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21;37.0;;0.0;;Arcyriaflavin A;classBCRPsub;SMILES;O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21;classBCRPsub;0.0;179.0;mbcd0030015;0.0;;Arcyriaflavin A;classBCRPsub;smiles;O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21;classBCRPsub;0.0;;;;;;;;;;;1427.0;1427.0;0.0;;mol_0126;classBCRPsub;SMILES;O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
38;CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O;38.0;;1.0;;Atorvastatin;classBCRPsub;SMILES;CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
39;CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1;39.0;;1.0;;Axitinib;classBCRPsub;SMILES;CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
40;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCNC(=O)c2ccc(N=[N+]=[N-])cc2)C1c1ccccc1C(F)(F)F;40.0;;1.0;;Azidopine;classBCRPsub;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCNC(=O)c2ccc(N=[N+]=[N-])cc2)C1c1ccccc1C(F)(F)F;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
41;Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O;41.0;;1.0;;AZT5' monophosphate;classBCRPsub;SMILES;Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O;classBCRPsub;1.0;27.0;mbcd0031255;1.0;;Azidothymidine monophosphate;classBCRPsub;smiles;Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
42;CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1;42.0;;1.0;;Barasertib-hQPA;classBCRPsub;SMILES;CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1;classBCRPsub;1.0;54.0;mbcd0030252;1.0;;barasertib-hQPA;classBCRPsub;smiles;CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1;classBCRPsub;1.0;;;;;;;;;;;1238.0;1238.0;1.0;;mol_0447;classBCRPsub;SMILES;CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
43;O=C1c2ccccc2-c2nn(CCNCCO)c3ccc(NCCNCCO)c1c23;43.0;;1.0;;BBR 3390;classBCRPsub;SMILES;O=C1c2ccccc2-c2nn(CCNCCO)c3ccc(NCCNCCO)c1c23;classBCRPsub;1.0;323.0;mbcd0031425;1.0;;BBR 3390;classBCRPsub;smiles;O=C1c2ccccc2-c2nn(CCNCCO)c3ccc(NCCNCCO)c1c23;classBCRPsub;1.0;14.0;2492.0;1.0;225918898.0;BBR 3390;classBCRPsub;SMILES;O=C1c2ccccc2-c2nn(CCNCCO)c3ccc(NCCNCCO)c1c23;classBCRPsub;1.0;1436.0;1436.0;1.0;;mol_0497;classBCRPsub;SMILES;O=C1c2ccccc2-c2nn(CCNCCO)c3ccc(NCCNCCO)c1c23;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;valid
44;O=C(O)CCc1cc2c(cc1O)Oc1cc(O)c(CCC(=O)O)cc1C21OC(=O)c2cc(C(=O)O)ccc21;44.0;;0.0;;BCECF;classBCRPsub;SMILES;O=C(O)CCc1cc2c(cc1O)Oc1cc(O)c(CCC(=O)O)cc1C21OC(=O)c2cc(C(=O)O)ccc21;classBCRPsub;0.0;86.0;mbcd0031452;0.0;;BCECF;classBCRPsub;smiles;O=C(O)CCc1cc2c(cc1O)Oc1cc(O)c(CCC(=O)O)cc1C21OC(=O)c2cc(C(=O)O)ccc21;classBCRPsub;0.0;;;;;;;;;;;1326.0;1326.0;0.0;;mol_0190;classBCRPsub;SMILES;O=C(O)CCc1cc2c(cc1O)Oc1cc(O)c(CCC(=O)O)cc1C21OC(=O)c2cc(C(=O)O)ccc21;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
45;CC(=O)OCOC(=O)CCc1cc2c(cc1OCOC(C)=O)Oc1cc(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc1C21OC(=O)c2cc(C(=O)OCOC(C)=O)ccc21;45.0;;1.0;;BCECF_AM;classBCRPsub;SMILES;CC(=O)OCOC(=O)CCc1cc2c(cc1OCOC(C)=O)Oc1cc(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc1C21OC(=O)c2cc(C(=O)OCOC(C)=O)ccc21;classBCRPsub;1.0;281.0;mbcd0030261;1.0;;BCECF-AM;classBCRPsub;smiles;CC(=O)OCOC(=O)CCc1cc2c(cc1OCOC(C)=O)Oc1cc(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc1C21OC(=O)c2cc(C(=O)OCOC(C)=O)ccc21;classBCRPsub;1.0;;;;;;;;;;;1327.0;1327.0;1.0;;mol_0450;classBCRPsub;SMILES;CC(=O)OCOC(=O)CCc1cc2c(cc1OCOC(C)=O)Oc1cc(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc1C21OC(=O)c2cc(C(=O)OCOC(C)=O)ccc21;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
46;CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O;46.0;;1.0;;Becatecarin;classBCRPsub;SMILES;CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O;classBCRPsub;1.0;279.0;mbcd0030089;1.0;;Becatecarin;classBCRPsub;smiles;CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
47;CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C;47.0;;1.0;;Beclomethasone dipropionate;classBCRPsub;SMILES;CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
48;COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1;48.0;;1.0;;Befloxatone;classBCRPsub;SMILES;COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1;classBCRPsub;1.0;224.0;mbcd0030244;1.0;;Befloxatone;classBCRPsub;smiles;COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
49;O=S(=O)(O)Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43;49.0;;1.0;;Benzo(a)pyrene-3-sulfate;classBCRPsub;SMILES;O=S(=O)(O)Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43;classBCRPsub;1.0;14.0;mbcd0029394;1.0;;Benzo[a]pyrene-3-sulfate;classBCRPsub;smiles;O=S(=O)(O)Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43;classBCRPsub;1.0;;;;;;;;;;;1525.0;1525.0;1.0;;mol_0341;classBCRPsub;SMILES;O=S(=O)(O)Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
50;O=C(O)[C@H]1O[C@@H](Oc2ccc3ccc4c5ccccc5cc5ccc2c3c54)[C@H](O)[C@@H](O)[C@@H]1O;50.0;;1.0;;Benzo[a]pyrene-3-glucuronide;classBCRPsub;SMILES;O=C(O)[C@H]1O[C@@H](Oc2ccc3ccc4c5ccccc5cc5ccc2c3c54)[C@H](O)[C@@H](O)[C@@H]1O;classBCRPsub;1.0;405.0;mbcd0029916;1.0;;BP-3-Glucuronide;classBCRPsub;smiles;O=C(O)[C@H]1O[C@@H](Oc2ccc3ccc4c5ccccc5cc5ccc2c3c54)[C@H](O)[C@@H](O)[C@@H]1O;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;1.0;valid
51;COc1cc2c(=O)n(CCN(CCO)CCO)c3c4cc5c(cc4ncc3c2cc1OC)OCO5;51.0;;1.0;;Benzo[c][1,3]benzodioxolo[5,6-h][1,6]naphthyridin-13(12H)-one, 12-[2-[bis(2-hydroxyethyl)amino]ethyl]-2,3-dimethoxy-;classBCRPsub;SMILES;COc1cc2c(=O)n(CCN(CCO)CCO)c3c4cc5c(cc4ncc3c2cc1OC)OCO5;classBCRPsub;1.0;7.0;mbcd0030145;1.0;;Benzo[c][1,3]benzodioxolo[5,6-h][1,6]naphthyridin-13(12H)-one, 12-[2-[bis(2-hydroxyethyl)amino]ethyl]-2,3-dimethoxy-;classBCRPsub;smiles;COc1cc2c(=O)n(CCN(CCO)CCO)c3c4cc5c(cc4ncc3c2cc1OC)OCO5;classBCRPsub;1.0;;;;;;;;;;;1385.0;1385.0;1.0;;mol_0422;classBCRPsub;SMILES;COc1cc2c(=O)n(CCN(CCO)CCO)c3c4cc5c(cc4ncc3c2cc1OC)OCO5;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
52;CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1;52.0;;1.0;;Bicalutamide;classBCRPsub;SMILES;CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1;classBCRPsub;1.0;175.0;mbcd0001465;1.0;;Bicalutamide;classBCRPsub;smiles;CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1;classBCRPsub;1.0;17.0;2497.0;1.0;90357065.0;Bicalutamide;classBCRPsub;SMILES;CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1;classBCRPsub;1.0;1502.0;1502.0;1.0;;mol_0241;classBCRPsub;SMILES;CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;valid
53;COC1=CC(=O)c2c(c(O)c3oc4cc(OC)cc(C)c4c(=O)c3c2O)C1=O;53.0;;1.0;;Bikaverin;classBCRPsub;SMILES;COC1=CC(=O)c2c(c(O)c3oc4cc(OC)cc(C)c4c(=O)c3c2O)C1=O;classBCRPsub;1.0;392.0;mbcd0030428;1.0;;Bikaverin;classBCRPsub;smiles;COC1=CC(=O)c2c(c(O)c3oc4cc(OC)cc(C)c4c(=O)c3c2O)C1=O;classBCRPsub;1.0;;;;;;;;;;;11.0;11.0;1.0;;215139;classBCRPsub;SMILES;COC1=CC(=O)c2c(c(O)c3oc4cc(OC)cc(C)c4c(=O)c3c2O)C1=O;classBCRPsub;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;valid
54;COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1;54.0;;0.0;;Biochanin A;classBCRPsub;SMILES;COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1;classBCRPsub;0.0;57.0;mbcd0003026;0.0;;Biochanin A;classBCRPsub;smiles;COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1;classBCRPsub;0.0;;;;;;;;;;;1362.0;1362.0;0.0;;mol_0045;classBCRPsub;SMILES;COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
55;COc1ccc(-c2coc3cc(OS(=O)(=O)O)cc(O)c3c2=O)cc1;55.0;;1.0;;Biochanin A sulfate;classBCRPsub;SMILES;COc1ccc(-c2coc3cc(OS(=O)(=O)O)cc(O)c3c2=O)cc1;classBCRPsub;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;1.0;;;1.0;valid
56;C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12;56.0;;1.0;;Bisantrene;classBCRPsub;SMILES;C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12;classBCRPsub;1.0;;;;;;;;;;;18.0;2500.0;1.0;78186342.0;Bisantrene;classBCRPsub;SMILES;C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12;classBCRPsub;1.0;1063.0;1063.0;0.0;;337766;classBCRPsub;SMILES;C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12;classBCRPsub;0.0;1.0;1.0;1.0;1.0;-1.0;;1.0;1.0;0.0;0.0;-1.0;;;;;;;outlier
57;CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;57.0;;0.0;;Bisindolylmaleimide I;classBCRPsub;SMILES;CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;103.0;mbcd0021308;0.0;;Bisindolylmaleimide I;classBCRPsub;smiles;CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;;;;;;;;;;;1416.0;1416.0;0.0;;mol_0068;classBCRPsub;SMILES;CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
58;CN1CCCC1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;58.0;;0.0;;Bisindolylmaleimide II;classBCRPsub;SMILES;CN1CCCC1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;237.0;mbcd0030000;0.0;;Bisindolylmaleimide II;classBCRPsub;smiles;CN1CCCC1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;;;;;;;;;;;1414.0;1414.0;0.0;;mol_0111;classBCRPsub;SMILES;CN1CCCC1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
59;NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;59.0;;0.0;;Bisindolylmaleimide III;classBCRPsub;SMILES;NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;165.0;mbcd0030001;0.0;;Bisindolylmaleimide III;classBCRPsub;smiles;NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;;;;;;;;;;;1417.0;1417.0;0.0;;mol_0112;classBCRPsub;SMILES;NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
60;O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12;60.0;;0.0;;Bisindolylmaleimide IV;classBCRPsub;SMILES;O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;326.0;mbcd0030002;0.0;;Bisindolylmaleimide IV;classBCRPsub;smiles;O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;;;;;;;;;;;1413.0;1413.0;0.0;;mol_0113;classBCRPsub;SMILES;O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
61;Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21;61.0;;0.0;;Bisindolylmaleimide IX;classBCRPsub;SMILES;Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;220.0;mbcd0026369;0.0;;Bisindolylmaleimide IX;classBCRPsub;smiles;Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;;;;;;;;;;;1519.0;1519.0;0.0;;mol_0072;classBCRPsub;SMILES;Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
62;CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O;62.0;;0.0;;Bisindolylmaleimide V;classBCRPsub;SMILES;CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O;classBCRPsub;0.0;252.0;mbcd0030003;0.0;;Bisindolylmaleimide V;classBCRPsub;smiles;CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O;classBCRPsub;0.0;;;;;;;;;;;1402.0;1402.0;0.0;;mol_0114;classBCRPsub;SMILES;CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
63;O=C1NC(=O)C(c2cn(CCC3CCCCN3)c3ccccc23)=C1c1c[nH]c2ccccc12;63.0;;0.0;;Bisindolylmaleimide VI;classBCRPsub;SMILES;O=C1NC(=O)C(c2cn(CCC3CCCCN3)c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;350.0;mbcd0030004;0.0;;Bisindolylmaleimide VI;classBCRPsub;smiles;O=C1NC(=O)C(c2cn(CCC3CCCCN3)c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;;;;;;;;;;;1415.0;1415.0;0.0;;mol_0115;classBCRPsub;SMILES;O=C1NC(=O)C(c2cn(CCC3CCCCN3)c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
64;O=C1NC(=O)C(c2cn(CCCN3CCNCC3)c3ccccc23)=C1c1c[nH]c2ccccc12;64.0;;0.0;;Bisindolylmaleimide VII;classBCRPsub;SMILES;O=C1NC(=O)C(c2cn(CCCN3CCNCC3)c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;266.0;mbcd0030005;0.0;;Bisindolylmaleimide VII;classBCRPsub;smiles;O=C1NC(=O)C(c2cn(CCCN3CCNCC3)c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;;;;;;;;;;;1419.0;1419.0;0.0;;mol_0116;classBCRPsub;SMILES;O=C1NC(=O)C(c2cn(CCCN3CCNCC3)c3ccccc23)=C1c1c[nH]c2ccccc12;classBCRPsub;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;valid
